CustomerKey,RecencyDays,Frequency,Monetary,AvgOrderValue,AvgBasketSize,TenureDays,LastPurchase,FirstPurchase,Churned90,IsRepeat,CustomerID,Country,Cluster,Segment
19,7,4,1208.1,302.025,18.50617283950617,104,2011-12-02 10:22:00,2011-08-19 15:24:00,0,1,12364,Belgium,2,Loyal Customers
20,290,1,320.69,320.69,8.238095238095237,0,2011-02-21 13:51:00,2011-02-21 13:51:00,1,0,12365,Cyprus,1,Promising
21,633,1,500.24,500.24,98.66666666666669,0,2010-03-16 10:28:00,2010-03-16 10:28:00,1,0,12366,Cyprus,3,At Risk / Lapsed
22,3,1,150.9,150.9,17.2,0,2011-12-05 16:48:00,2011-12-05 16:48:00,0,0,12367,Denmark,1,Promising
23,627,1,917.7,917.7,18.33333333333333,0,2010-03-21 15:56:00,2010-03-21 15:56:00,1,0,12368,Cyprus,3,At Risk / Lapsed
24,412,3,1511.15,503.7166666666667,13.71111111111111,228,2010-10-22 13:13:00,2010-03-08 08:09:00,1,1,12369,Austria,3,At Risk / Lapsed
25,50,7,3956.56,565.2228571428572,13.17258883248731,617,2011-10-19 14:51:00,2010-02-09 09:41:00,0,1,12370,Cyprus,2,Loyal Customers
26,59,4,3347.38,836.845,8.699386503067485,585,2011-10-11 10:43:00,2010-03-04 18:23:00,0,1,12371,Switzerland,2,Loyal Customers
27,71,3,1196.04,398.68,16.081632653061224,224,2011-09-29 12:12:00,2011-02-16 12:46:00,0,1,12372,Denmark,2,Loyal Customers
28,310,3,927.65,309.2166666666667,10.645833333333334,362,2011-02-01 13:10:00,2010-02-04 12:08:00,1,1,12373,Austria,2,Loyal Customers
29,24,3,2669.22,889.7399999999999,16.71604938271605,563,2011-11-14 15:37:00,2010-04-30 14:01:00,0,1,12374,Austria,2,Loyal Customers
30,10,2,377.5,188.75,11.733333333333333,87,2011-11-29 10:36:00,2011-09-02 14:23:00,0,1,12375,Finland,1,Promising
31,389,2,383.15,191.575,21.545454545454547,28,2010-11-15 12:15:00,2010-10-18 08:42:00,1,1,12376,Switzerland,3,At Risk / Lapsed
32,314,4,3266.32,816.58,14.006666666666666,274,2011-01-28 15:45:00,2010-04-29 15:34:00,1,1,12377,Switzerland,2,Loyal Customers
33,129,2,5416.32,2708.16,11.016611295681065,432,2011-08-02 10:34:00,2010-05-26 14:07:00,1,1,12378,Switzerland,2,Loyal Customers
34,81,4,1470.22,367.555,10.454545454545457,452,2011-09-19 10:09:00,2010-06-23 12:49:00,0,1,12379,Belgium,2,Loyal Customers
35,21,8,7210.65,901.33125,12.411985018726591,640,2011-11-18 11:27:00,2010-02-15 12:05:00,0,1,12380,Belgium,0,Champions
36,4,3,1474.81,491.6033333333333,9.71951219512195,115,2011-12-05 12:44:00,2011-08-12 09:57:00,0,1,12381,Norway,2,Loyal Customers
37,184,5,1628.56,325.712,16.148936170212767,167,2011-06-08 08:02:00,2010-12-22 14:28:00,1,1,12383,Belgium,2,Loyal Customers
38,28,2,425.27,212.635,4.88,92,2011-11-11 08:39:00,2011-08-10 11:23:00,0,1,12384,Switzerland,1,Promising
39,378,1,1668.4,1668.4,9.28125,0,2010-11-25 15:14:00,2010-11-25 15:14:00,1,0,12385,Belgium,3,At Risk / Lapsed
40,337,2,660.8,330.4,31.55555555555556,29,2011-01-06 12:37:00,2010-12-08 09:53:00,1,1,12386,Australia,3,At Risk / Lapsed
41,414,1,143.94,143.94,14.88888888888889,0,2010-10-20 16:27:00,2010-10-20 16:27:00,1,0,12387,Australia,3,At Risk / Lapsed
42,15,8,3901.11,487.63875,13.705479452054794,566,2011-11-24 12:30:00,2010-05-06 12:54:00,0,1,12388,Australia,2,Loyal Customers
43,402,3,1433.33,477.7766666666666,12.53061224489796,253,2010-11-02 11:52:00,2010-02-22 10:15:00,1,1,12389,Australia,3,At Risk / Lapsed
44,79,1,504.84,504.84,11.290322580645162,0,2011-09-21 09:33:00,2011-09-21 09:33:00,0,0,12390,Belgium,1,Promising
45,21,6,2724.84,454.14,4.50936329588015,641,2011-11-18 12:07:00,2010-02-15 10:12:00,0,1,12391,Cyprus,2,Loyal Customers
46,590,1,234.75000000000003,234.75000000000003,10.428571428571429,0,2010-04-27 14:04:00,2010-04-27 14:04:00,1,0,12392,Australia,3,At Risk / Lapsed
47,71,6,2399.4500000000003,399.90833333333336,12.25233644859813,356,2011-09-28 15:41:00,2010-10-07 13:49:00,0,1,12393,Australia,2,Loyal Customers
48,63,2,1080.48,540.24,32.32,153,2011-10-07 08:08:00,2011-05-06 14:01:00,0,1,12394,Belgium,1,Promising
49,18,15,4551.27,303.418,15.550420168067228,583,2011-11-20 15:21:00,2010-04-16 10:16:00,0,1,12395,Belgium,0,Champions
50,673,1,931.43,931.43,9.092307692307692,0,2010-02-03 13:22:00,2010-02-03 13:22:00,1,0,12396,RSA,3,At Risk / Lapsed
51,35,2,2214.9,1107.45,10.080645161290322,99,2011-11-04 09:52:00,2011-07-27 14:21:00,0,1,12397,Belgium,2,Loyal Customers
52,45,1,1435.66,1435.66,16.535714285714285,0,2011-10-25 10:27:00,2011-10-25 10:27:00,0,0,12398,Switzerland,1,Promising
53,118,7,1842.3,263.18571428571425,21.262135922330096,525,2011-08-12 13:15:00,2010-03-05 08:45:00,1,1,12399,Belgium,2,Loyal Customers
54,413,1,205.25,205.25,8.272727272727273,0,2010-10-21 13:45:00,2010-10-21 13:45:00,1,0,12400,Australia,3,At Risk / Lapsed
55,302,1,69.3,69.3,2.5,0,2011-02-09 13:50:00,2011-02-09 13:50:00,1,0,12401,Belgium,3,At Risk / Lapsed
56,322,6,1136.9,189.48333333333332,9.0,347,2011-01-20 13:49:00,2010-02-07 12:41:00,1,1,12402,Belgium,2,Loyal Customers
57,49,2,947.36,473.68,36.57142857142857,471,2011-10-21 10:51:00,2010-07-06 11:39:00,0,1,12403,Denmark,1,Promising
58,681,1,63.24,63.24,1.0,0,2010-01-26 16:25:00,2010-01-26 16:25:00,1,0,12404,Finland,3,At Risk / Lapsed
59,148,1,1390.39,1390.39,16.0188679245283,0,2011-07-14 08:52:00,2011-07-14 08:52:00,1,0,12405,Finland,1,Promising
60,21,5,6390.36,1278.072,20.57831325301205,675,2011-11-17 19:22:00,2010-01-11 14:04:00,0,1,12406,Denmark,2,Loyal Customers
61,49,5,1507.12,301.42400000000004,19.48611111111111,214,2011-10-21 10:11:00,2011-03-20 13:21:00,0,1,12407,Belgium,2,Loyal Customers
62,32,8,3905.77,488.22125,14.473684210526317,465,2011-11-07 12:27:00,2010-07-29 13:27:00,0,1,12408,Belgium,2,Loyal Customers
63,78,7,23419.29,3345.612857142857,49.78409090909091,486,2011-09-22 10:38:00,2010-05-23 15:21:00,0,1,12409,Switzerland,0,Champions
64,308,3,773.71,257.90333333333336,8.81578947368421,193,2011-02-04 10:39:00,2010-07-25 13:26:00,1,1,12410,Switzerland,3,At Risk / Lapsed
65,409,1,346.9,346.9,6.2727272727272725,0,2010-10-26 09:25:00,2010-10-26 09:25:00,1,0,12411,Australia,3,At Risk / Lapsed
66,74,6,2404.93,400.82166666666666,16.41322314049587,464,2011-09-26 10:16:00,2010-06-18 13:22:00,0,1,12412,Denmark,2,Loyal Customers
67,66,4,871.45,217.8625,6.520833333333333,335,2011-10-04 09:00:00,2010-11-02 13:26:00,0,1,12413,France,2,Loyal Customers
68,216,4,532.41,133.1025,22.227272727272727,246,2011-05-06 14:51:00,2010-09-02 12:22:00,1,1,12414,Austria,2,Loyal Customers
69,23,24,144033.37,6001.390416666666,99.17895878524946,503,2011-11-15 14:22:00,2010-06-30 08:30:00,0,1,12415,Australia,0,Champions
70,656,1,202.56,202.56,12.0,0,2010-02-21 10:19:00,2010-02-21 10:19:00,1,0,12416,Australia,3,At Risk / Lapsed
71,2,20,5998.41,299.9205,8.1,730,2011-12-06 14:52:00,2009-12-06 10:30:00,0,1,12417,Belgium,0,Champions
72,112,4,2021.2,505.3,10.666666666666666,517,2011-08-19 11:08:00,2010-03-19 14:47:00,1,1,12418,Switzerland,2,Loyal Customers
73,385,2,391.01,195.505,9.869565217391305,27,2010-11-19 10:04:00,2010-10-22 10:40:00,1,1,12419,Spain,3,At Risk / Lapsed
74,63,1,600.39,600.39,11.89655172413793,0,2011-10-07 08:55:00,2011-10-07 08:55:00,0,0,12420,Cyprus,1,Promising
75,15,6,874.6,145.76666666666668,10.915254237288137,489,2011-11-24 09:07:00,2010-07-22 13:57:00,0,1,12421,Spain,2,Loyal Customers
76,95,12,3639.35,303.27916666666664,15.919753086419751,625,2011-09-05 09:48:00,2009-12-18 12:44:00,1,1,12422,Switzerland,0,Champions
77,0,10,2301.39,230.139,11.432258064516128,465,2011-12-09 10:10:00,2010-08-31 09:31:00,0,1,12423,Belgium,2,Loyal Customers
78,162,4,3340.03,835.0075,22.01086956521739,385,2011-06-30 12:06:00,2010-06-09 15:15:00,1,1,12424,Australia,2,Loyal Customers
79,77,2,1741.41,870.705,12.604395604395604,370,2011-09-22 17:31:00,2010-09-17 14:10:00,0,1,12425,Portugal,2,Loyal Customers
80,194,2,1201.21,600.605,7.68,468,2011-05-29 12:26:00,2010-02-15 08:41:00,1,1,12426,Germany,2,Loyal Customers
81,21,3,949.3,316.43333333333334,16.27027027027027,349,2011-11-18 08:56:00,2010-12-03 10:44:00,0,1,12427,Germany,2,Loyal Customers
82,25,8,6405.26,800.6575,12.226480836236934,257,2011-11-14 08:22:00,2011-03-01 09:33:00,0,1,12428,Finland,0,Champions
83,8,8,6979.91,872.48875,19.62721893491124,537,2011-11-30 17:22:00,2010-06-11 13:28:00,0,1,12429,Denmark,0,Champions
84,42,1,216.4,216.4,11.6,0,2011-10-27 15:09:00,2011-10-27 15:09:00,0,0,12430,Norway,1,Promising
85,35,25,10460.47,418.4188,11.741854636591478,658,2011-11-04 11:55:00,2010-01-15 09:04:00,0,1,12431,Australia,0,Champions
86,42,4,4359.32,1089.83,16.822429906542055,129,2011-10-28 11:43:00,2011-06-20 13:27:00,0,1,12432,Norway,2,Loyal Customers
87,0,10,20581.26,2058.126,24.243626062322942,476,2011-12-09 10:02:00,2010-08-20 09:23:00,0,1,12433,Norway,0,Champions
88,84,3,1103.43,367.81,7.6,296,2011-09-16 12:38:00,2010-11-23 13:38:00,0,1,12434,Australia,2,Loyal Customers
89,79,6,13925.93,2320.988333333333,44.267857142857146,657,2011-09-21 09:06:00,2009-12-02 13:58:00,0,1,12435,Denmark,0,Champions
90,99,1,429.0100000000001,429.0100000000001,13.933333333333334,0,2011-09-01 12:09:00,2011-09-01 12:09:00,1,0,12436,Norway,1,Promising
91,1,38,11282.4,296.90526315789475,14.975425330812854,735,2011-12-08 11:35:00,2009-12-02 16:24:00,0,1,12437,France,0,Champions
92,13,2,2466.85,1233.425,12.177083333333334,125,2011-11-25 13:28:00,2011-07-22 13:29:00,0,1,12438,Norway,2,Loyal Customers
93,682,2,1142.88,571.44,6.732394366197183,43,2010-01-26 12:11:00,2009-12-14 08:40:00,1,1,12439,Cyprus,3,At Risk / Lapsed
94,461,2,739.2,369.6,10.933333333333334,255,2010-09-03 13:11:00,2009-12-22 12:03:00,1,1,12440,Austria,3,At Risk / Lapsed
95,366,1,311.1,311.1,12.0,0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0,12441,France,3,At Risk / Lapsed
96,2,1,144.06,144.06,16.454545454545453,0,2011-12-06 14:22:00,2011-12-06 14:22:00,0,0,12442,Spain,1,Promising
97,731,1,365.31,365.31,8.95,0,2009-12-07 15:42:00,2009-12-07 15:42:00,1,0,12443,Norway,3,At Risk / Lapsed
98,20,5,4085.46,817.092,6.569767441860465,149,2011-11-18 13:23:00,2011-06-21 14:00:00,0,1,12444,Norway,2,Loyal Customers
99,21,2,378.98,189.49,8.869565217391305,398,2011-11-17 18:43:00,2010-10-15 12:28:00,0,1,12445,Spain,1,Promising
100,57,1,1002.31,1002.31,6.157894736842105,0,2011-10-13 12:50:00,2011-10-13 12:50:00,0,0,12446,RSA,1,Promising
101,242,1,431.49,431.49,7.48,0,2011-04-10 13:25:00,2011-04-10 13:25:00,1,0,12447,Belgium,1,Promising
102,43,1,365.45,365.45,11.428571428571429,0,2011-10-26 13:46:00,2011-10-26 13:46:00,0,0,12448,Spain,1,Promising
103,21,5,4274.89,854.9780000000001,11.464285714285714,416,2011-11-17 13:46:00,2010-09-27 09:37:00,0,1,12449,Belgium,2,Loyal Customers
104,155,5,688.2,137.64,11.945945945945946,318,2011-07-06 14:41:00,2010-08-22 13:11:00,1,1,12450,Spain,2,Loyal Customers
105,10,8,12629.88,1578.735,18.349019607843136,518,2011-11-29 08:40:00,2010-06-28 12:58:00,0,1,12451,Switzerland,0,Champions
106,16,1,348.57,348.57,9.05,0,2011-11-23 08:05:00,2011-11-23 08:05:00,0,0,12452,Switzerland,1,Promising
107,133,1,707.09,707.09,11.0,0,2011-07-28 14:08:00,2011-07-28 14:08:00,1,0,12453,Austria,1,Promising
108,55,4,16459.78,4114.945,197.48717948717947,364,2011-10-14 17:13:00,2010-10-14 17:33:00,0,1,12454,Spain,0,Champions
109,72,9,5722.95,635.8833333333333,14.977272727272728,648,2011-09-27 15:31:00,2009-12-18 12:33:00,0,1,12455,Cyprus,0,Champions
110,43,3,2581.04,860.3466666666667,13.262295081967212,210,2011-10-26 14:41:00,2011-03-30 09:12:00,0,1,12456,Switzerland,2,Loyal Customers
111,65,7,2555.91,365.13,13.5375,368,2011-10-04 13:13:00,2010-09-30 17:59:00,0,1,12457,Switzerland,2,Loyal Customers
112,70,4,1502.49,375.6225,12.2375,416,2011-09-29 15:25:00,2010-08-09 10:33:00,0,1,12458,Switzerland,2,Loyal Customers
113,604,1,398.36,398.36,11.636363636363637,0,2010-04-13 14:53:00,2010-04-13 14:53:00,1,0,12459,Spain,3,At Risk / Lapsed
114,455,1,296.65,296.65,9.882352941176473,0,2010-09-09 13:51:00,2010-09-09 13:51:00,1,0,12460,Belgium,3,At Risk / Lapsed
115,154,1,626.88,626.88,8.294117647058824,0,2011-07-08 10:23:00,2011-07-08 10:23:00,1,0,12461,Switzerland,1,Promising
116,18,2,937.59,468.795,8.783333333333333,284,2011-11-21 09:11:00,2011-02-09 14:44:00,0,1,12462,Spain,1,Promising
117,52,4,1200.78,300.195,9.721518987341772,188,2011-10-17 13:44:00,2011-04-12 12:47:00,0,1,12463,Belgium,2,Loyal Customers
118,9,8,957.05,119.63125,4.318181818181818,299,2011-11-29 13:33:00,2011-02-03 13:30:00,0,1,12464,Belgium,2,Loyal Customers
119,16,2,682.1899999999999,341.095,10.555555555555555,152,2011-11-22 16:34:00,2011-06-23 13:37:00,0,1,12465,Belgium,1,Promising
120,681,1,56.73,56.73,1.0,0,2010-01-26 16:26:00,2010-01-26 16:26:00,1,0,12466,France,3,At Risk / Lapsed
121,422,1,132.8,132.8,14.333333333333334,0,2010-10-12 15:41:00,2010-10-12 15:41:00,1,0,12467,USA,3,At Risk / Lapsed
122,187,5,3238.74,647.7479999999999,15.013793103448275,495,2011-06-05 11:36:00,2010-01-26 10:09:00,1,1,12468,Germany,2,Loyal Customers
123,522,2,3070.54,1535.27,33.578947368421055,14,2010-07-05 12:40:00,2010-06-21 10:30:00,1,1,12469,Thailand,3,At Risk / Lapsed
124,689,1,211.95,211.95,4.130434782608695,0,2010-01-19 11:01:00,2010-01-19 11:01:00,1,0,12470,Unspecified,3,At Risk / Lapsed
125,1,72,35140.99,488.0693055555555,15.269301470588236,730,2011-12-07 15:43:00,2009-12-07 10:41:00,0,1,12471,Germany,0,Champions
126,31,19,16494.59,868.1363157894737,12.652076318742983,693,2011-11-07 14:01:00,2009-12-14 10:49:00,0,1,12472,Germany,0,Champions
127,53,3,2585.73,861.91,14.9625,138,2011-10-17 11:27:00,2011-06-01 10:15:00,0,1,12473,Germany,2,Loyal Customers
128,16,29,11310.75,390.0258620689655,11.572687224669604,649,2011-11-22 14:39:00,2010-02-11 09:41:00,0,1,12474,Germany,0,Champions
129,53,2,1065.64,532.82,12.983050847457626,356,2011-10-17 10:10:00,2010-10-26 08:49:00,0,1,12475,Germany,1,Promising
130,15,18,12319.91,684.4394444444445,11.110441767068274,486,2011-11-24 12:40:00,2010-07-26 09:04:00,0,1,12476,Germany,0,Champions
131,22,9,20276.37,2252.93,10.849290780141844,600,2011-11-17 09:51:00,2010-03-26 14:01:00,0,1,12477,Germany,0,Champions
132,3,1,545.99,545.99,6.6571428571428575,0,2011-12-06 09:56:00,2011-12-06 09:56:00,0,0,12478,Greece,1,Promising
133,10,1,473.2,473.2,12.733333333333333,0,2011-11-28 13:26:00,2011-11-28 13:26:00,0,0,12479,Germany,1,Promising
134,27,7,4834.85,690.6928571428572,12.412765957446808,479,2011-11-11 14:52:00,2010-07-20 13:21:00,0,1,12480,Germany,2,Loyal Customers
135,22,14,11174.89,798.2064285714285,19.08222811671088,584,2011-11-17 08:29:00,2010-04-11 13:10:00,0,1,12481,Germany,0,Champions
136,575,27,21941.72,812.6562962962963,133.86138613861385,77,2010-05-12 16:51:00,2010-02-24 10:24:00,1,1,12482,Sweden,0,Champions
137,16,19,4069.18,214.16736842105263,17.4672131147541,660,2011-11-22 17:02:00,2010-01-31 13:28:00,0,1,12483,Sweden,0,Champions
138,34,9,5557.1,617.4555555555556,6.961290322580645,645,2011-11-04 15:18:00,2010-01-27 16:41:00,0,1,12484,Spain,0,Champions
139,528,1,708.1,708.1,12.176470588235292,0,2010-06-28 15:22:00,2010-06-28 15:22:00,1,0,12485,Sweden,3,At Risk / Lapsed
140,431,1,917.28,917.28,10.833333333333334,0,2010-10-04 12:14:00,2010-10-04 12:14:00,1,0,12486,Sweden,3,At Risk / Lapsed
141,730,1,285.29999999999995,285.29999999999995,87.0,0,2009-12-09 11:36:00,2009-12-09 11:36:00,1,0,12487,Sweden,3,At Risk / Lapsed
142,9,3,1244.66,414.8866666666667,9.74074074074074,65,2011-11-30 08:50:00,2011-09-25 10:34:00,0,1,12488,France,2,Loyal Customers
143,335,1,298.93,298.93,7.357142857142857,0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,0,12489,France,3,At Risk / Lapsed
144,4,20,8764.64,438.232,13.263038548752837,733,2011-12-04 16:07:00,2009-12-01 12:52:00,0,1,12490,France,0,Champions
145,38,1,424.4,424.4,10.32,0,2011-11-01 12:18:00,2011-11-01 12:18:00,0,0,12491,France,1,Promising
146,62,3,607.21,202.4033333333333,11.23076923076923,340,2011-10-07 15:15:00,2010-11-01 14:58:00,0,1,12492,Germany,1,Promising
147,165,2,415.74,207.87,9.80952380952381,31,2011-06-27 10:17:00,2011-05-26 14:53:00,1,1,12493,France,1,Promising
148,15,9,1602.87,178.0966666666667,9.53921568627451,560,2011-11-24 09:34:00,2010-05-12 13:52:00,0,1,12494,France,2,Loyal Customers
149,640,1,277.4,277.4,8.0,0,2010-03-09 10:53:00,2010-03-09 10:53:00,1,0,12495,Sweden,3,At Risk / Lapsed
150,619,2,45.34,22.67,3.0,0,2010-03-29 14:06:00,2010-03-29 13:57:00,1,1,12496,Spain,3,At Risk / Lapsed
151,81,3,5996.5,1998.8333333333333,103.10909090909092,563,2011-09-19 12:29:00,2010-03-05 09:39:00,0,1,12497,Germany,2,Loyal Customers
152,20,3,349.70000000000005,116.56666666666668,7.428571428571429,36,2011-11-18 12:53:00,2011-10-13 09:30:00,0,1,12498,Germany,1,Promising
153,559,1,357.72,357.72,11.538461538461538,0,2010-05-28 15:12:00,2010-05-28 15:12:00,1,0,12499,Germany,3,At Risk / Lapsed
154,22,18,5559.21,308.845,25.807692307692307,650,2011-11-16 16:20:00,2010-02-04 15:05:00,0,1,12500,Germany,0,Champions
155,336,1,2025.39,2025.39,11.993243243243244,0,2011-01-07 12:28:00,2011-01-07 12:28:00,1,0,12501,Germany,3,At Risk / Lapsed
156,95,5,2995.87,599.174,5.591549295774648,214,2011-09-05 11:52:00,2011-02-03 10:41:00,1,1,12502,Spain,2,Loyal Customers
157,583,1,896.0,896.0,560.0,0,2010-05-04 13:59:00,2010-05-04 13:59:00,1,0,12503,Spain,3,At Risk / Lapsed
158,17,4,689.05,172.2625,26.647058823529413,578,2011-11-21 16:02:00,2010-04-22 10:24:00,0,1,12504,Germany,2,Loyal Customers
159,408,1,787.2,787.2,7.7560975609756095,0,2010-10-27 09:18:00,2010-10-27 09:18:00,1,0,12505,Italy,3,At Risk / Lapsed
160,232,1,73.5,73.5,1.0,0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,0,12506,France,1,Promising
161,133,4,1508.06,377.015,27.043478260869566,450,2011-07-28 17:09:00,2010-05-04 09:23:00,1,1,12507,Spain,2,Loyal Customers
162,25,2,397.88,198.94,3.985294117647059,2,2011-11-13 15:37:00,2011-11-10 16:27:00,0,1,12508,France,1,Promising
163,283,1,158.5,158.5,9.0,0,2011-02-28 14:45:00,2011-02-28 14:45:00,1,0,12509,France,1,Promising
164,142,7,3039.03,434.1471428571429,14.751824817518248,592,2011-07-20 10:15:00,2009-12-04 13:47:00,1,1,12510,Spain,2,Loyal Customers
165,428,1,3084.02,3084.02,9.226315789473684,0,2010-10-07 10:39:00,2010-10-07 10:39:00,1,0,12511,Greece,3,At Risk / Lapsed
166,65,2,132.18,66.09,3.096774193548387,0,2011-10-04 14:55:00,2011-10-04 14:53:00,0,1,12512,Israel,1,Promising
167,112,1,558.29,558.29,13.5,0,2011-08-19 10:51:00,2011-08-19 10:51:00,1,0,12513,France,1,Promising
168,266,2,1597.76,798.88,10.0,374,2011-03-17 16:38:00,2010-03-08 12:18:00,1,1,12514,Italy,2,Loyal Customers
169,352,1,278.7,278.7,8.533333333333333,0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,0,12515,Italy,3,At Risk / Lapsed
170,77,4,2288.62,572.155,27.6,521,2011-09-23 09:13:00,2010-04-19 14:14:00,0,1,12516,Germany,2,Loyal Customers
171,27,4,2301.6,575.4,4.894927536231884,161,2011-11-11 13:57:00,2011-06-02 15:13:00,0,1,12517,Germany,2,Loyal Customers
172,0,5,1840.89,368.178,10.974789915966388,109,2011-12-09 10:13:00,2011-08-21 13:18:00,0,1,12518,Germany,2,Loyal Customers
173,63,2,626.54,313.27,10.324324324324325,413,2011-10-07 09:26:00,2010-08-20 08:21:00,0,1,12519,Germany,1,Promising
174,78,5,2346.26,469.252,9.680272108843536,194,2011-09-21 15:23:00,2011-03-11 11:35:00,0,1,12520,Germany,2,Loyal Customers
175,142,1,545.68,545.68,8.27027027027027,0,2011-07-20 10:51:00,2011-07-20 10:51:00,1,0,12521,Germany,1,Promising
176,38,2,156.72,78.36,19.2,12,2011-10-31 15:30:00,2011-10-19 14:41:00,0,1,12522,Germany,1,Promising
177,18,23,4010.35,174.36304347826086,9.428571428571429,712,2011-11-20 12:55:00,2009-12-07 13:46:00,0,1,12523,France,0,Champions
178,8,17,9794.11,576.1241176470588,31.714285714285715,660,2011-11-30 15:31:00,2010-02-08 14:41:00,0,1,12524,Germany,0,Champions
179,497,3,883.73,294.57666666666665,8.542372881355933,149,2010-07-29 16:08:00,2010-03-02 14:01:00,1,1,12525,France,3,At Risk / Lapsed
180,0,3,1172.66,390.8866666666667,9.176470588235292,93,2011-12-09 12:09:00,2011-09-06 14:19:00,0,1,12526,Germany,2,Loyal Customers
181,81,5,717.51,143.502,16.93548387096774,447,2011-09-19 11:55:00,2010-06-28 15:37:00,0,1,12527,Germany,2,Loyal Customers
182,8,6,1645.48,274.24666666666667,8.604651162790697,303,2011-11-30 14:40:00,2011-01-31 09:05:00,0,1,12528,Germany,2,Loyal Customers
183,527,1,316.48,316.48,9.142857142857142,0,2010-06-29 13:10:00,2010-06-29 13:10:00,1,0,12529,France,3,At Risk / Lapsed
184,59,9,3381.26,375.6955555555556,18.06711409395973,582,2011-10-11 12:34:00,2010-03-07 14:37:00,0,1,12530,Germany,2,Loyal Customers
185,14,2,1771.2,885.6,8.80952380952381,671,2011-11-25 11:12:00,2010-01-22 14:17:00,0,1,12531,Germany,2,Loyal Customers
186,29,1,313.83000000000004,313.83000000000004,10.066666666666666,0,2011-11-09 13:47:00,2011-11-09 13:47:00,0,0,12532,France,1,Promising
187,627,2,1223.89,611.945,9.942857142857145,110,2010-03-22 10:56:00,2009-12-01 11:50:00,1,1,12533,Germany,3,At Risk / Lapsed
188,130,1,981.18,981.18,10.403225806451612,0,2011-08-01 10:26:00,2011-08-01 10:26:00,1,0,12534,Germany,1,Promising
189,91,2,716.35,358.175,6.441176470588236,94,2011-09-09 08:48:00,2011-06-06 12:47:00,1,1,12535,France,1,Promising
190,58,1,4279.71,4279.71,10.814671814671817,0,2011-10-11 14:52:00,2011-10-11 14:52:00,0,0,12536,France,2,Loyal Customers
191,408,1,612.94,612.94,10.61904761904762,0,2010-10-27 08:36:00,2010-10-27 08:36:00,1,0,12537,Sweden,3,At Risk / Lapsed
192,28,2,640.45,320.225,9.882352941176473,349,2011-11-10 17:16:00,2010-11-26 13:02:00,0,1,12538,Spain,1,Promising
