CustomerID,FirstPurchase,LastPurchase,Orders,Revenue,Lines,Country,CustomerKey
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,3956.56,197,Cyprus,25
12371,2010-03-04 18:23:00,2011-10-11 10:43:00,4,3347.38,163,Switzerland,26
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1196.04,49,Denmark,27
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,927.6500000000001,48,Austria,28
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,3,2669.22,81,Austria,29
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,377.5,15,Finland,30
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,383.15,11,Switzerland,31
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3266.32,150,Switzerland,32
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,301,Switzerland,33
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1470.22,77,Belgium,34
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,8,7210.65,267,Belgium,35
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,3,1474.81,82,Norway,36
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1628.56,94,Belgium,37
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,425.27000000000004,25,Switzerland,38
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1668.4,64,Belgium,39
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,660.8,18,Australia,40
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,9,Australia,41
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.11,146,Australia,42
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,49,Australia,43
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,504.84000000000003,31,Belgium,44
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2724.84,267,Cyprus,45
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75000000000003,7,Australia,46
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.4500000000003,107,Australia,47
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1080.48,25,Belgium,48
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,15,4551.27,238,Belgium,49
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,65,RSA,50
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2214.9,124,Belgium,51
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1435.66,84,Switzerland,52
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1842.3,103,Belgium,53
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,11,Australia,54
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,69.3,4,Belgium,55
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1136.9,64,Belgium,56
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,947.36,7,Denmark,57
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,1,Finland,58
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1390.39,53,Finland,59
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.36,166,Denmark,60
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1507.1200000000001,72,Belgium,61
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,3905.77,152,Belgium,62
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.29,264,Switzerland,63
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,773.71,38,Switzerland,64
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,22,Australia,65
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2404.93,121,Denmark,66
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,871.45,48,France,67
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,4,532.41,22,Austria,68
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,24,144033.37,922,Australia,69
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,11,Australia,70
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,5998.41,350,Belgium,71
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2,102,Switzerland,72
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,391.01,23,Spain,73
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,29,Cyprus,74
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,874.6,59,Spain,75
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,12,3639.35,162,Switzerland,76
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2301.39,155,Belgium,77
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.03,92,Australia,78
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.41,91,Portugal,79
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1201.21,75,Germany,80
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,949.3,37,Germany,81
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,8,6405.26,287,Finland,82
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,8,6979.91,169,Denmark,83
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,216.4,10,Norway,84
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,25,10460.47,399,Australia,85
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,4,4359.32,107,Norway,86
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,20581.26,706,Norway,87
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.43,70,Australia,88
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.93,112,Denmark,89
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,429.01000000000005,15,Norway,90
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,38,11282.4,529,France,91
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2466.85,96,Norway,92
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1142.88,71,Cyprus,93
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,739.2,30,Austria,94
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,311.1,20,France,95
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,144.06,11,Spain,96
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,365.31,20,Norway,97
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,4085.46,172,Norway,98
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,378.98,23,Spain,99
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,57,RSA,100
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,431.49,25,Belgium,101
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,365.45,21,Spain,102
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,5,4274.89,196,Belgium,103
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,37,Spain,104
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12629.88,510,Switzerland,105
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,348.57,20,Switzerland,106
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,43,Austria,107
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,4,16459.78,39,Spain,108
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,9,5722.95,220,Cyprus,109
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,2581.04,122,Switzerland,110
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,7,2555.91,80,Switzerland,111
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1502.49,80,Switzerland,112
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,398.36,22,Spain,113
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,296.65,17,Belgium,114
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,626.88,34,Switzerland,115
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,937.59,60,Spain,116
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1200.78,79,Belgium,117
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,957.05,22,Belgium,118
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,682.1899999999999,45,Belgium,119
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,1,France,120
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,9,USA,121
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,3238.74,145,Germany,122
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54,76,Thailand,123
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,23,Unspecified,124
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,72,35140.99,1088,Germany,125
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,16494.59,891,Germany,126
12473,2011-06-01 10:15:00,2011-10-17 11:27:00,3,2585.73,160,Germany,127
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,29,11310.75,681,Germany,128
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,1065.64,59,Germany,129
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,18,12319.91,498,Germany,130
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,20276.37,564,Germany,131
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,545.99,35,Greece,132
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,473.2,30,Germany,133
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,4834.85,235,Germany,134
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,14,11174.89,377,Germany,135
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,27,21941.72,202,Sweden,136
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,4069.1800000000003,122,Sweden,137
12484,2010-01-27 16:41:00,2011-11-04 15:18:00,9,5557.1,465,Spain,138
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,34,Sweden,139
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,917.28,48,Sweden,140
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,2,Sweden,141
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1244.66,54,France,142
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,298.93,14,France,143
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,20,8764.64,441,France,144
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,424.40000000000003,25,France,145
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,607.21,39,Germany,146
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,415.74,21,France,147
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,9,1602.8700000000001,102,France,148
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,277.4,16,Sweden,149
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,45.34,10,Spain,150
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,3,5996.5,55,Germany,151
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,349.70000000000005,21,Germany,152
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,357.72,26,Germany,153
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,18,5559.21,130,Germany,154
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2025.39,148,Germany,155
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,2995.87,142,Spain,156
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,896.0,1,Spain,157
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,4,689.05,17,Germany,158
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,787.2,41,Italy,159
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,23,France,160
12507,2010-05-04 09:23:00,2011-07-28 17:09:00,4,1508.06,46,Spain,161
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,397.88,68,France,162
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,158.5,6,France,163
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,7,3039.03,137,Spain,164
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,1,3084.02,190,Greece,165
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,132.18,31,Israel,166
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,558.29,34,France,167
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,2,1597.76,84,Italy,168
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,278.7,15,Italy,169
12516,2010-04-19 14:14:00,2011-09-23 09:13:00,4,2288.62,70,Germany,170
12517,2011-06-02 15:13:00,2011-11-11 13:57:00,4,2301.6,276,Germany,171
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1840.89,119,Germany,172
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,2,626.54,37,Germany,173
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,2346.2599999999998,147,Germany,174
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,545.68,37,Germany,175
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,156.72,10,Germany,176
12523,2009-12-07 13:46:00,2011-11-20 12:55:00,23,4010.35,238,France,177
12524,2010-02-08 14:41:00,2011-11-30 15:31:00,17,9794.11,224,Germany,178
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,883.73,59,France,179
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1172.66,68,Germany,180
12527,2010-06-28 15:37:00,2011-09-19 11:55:00,5,717.51,31,Germany,181
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1645.48,86,Germany,182
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,316.48,21,France,183
12530,2010-03-07 14:37:00,2011-10-11 12:34:00,9,3381.26,149,Germany,184
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,2,1771.2,126,Germany,185
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,313.83000000000004,15,France,186
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,1223.89,70,Germany,187
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,981.18,62,Germany,188
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35,34,France,189
12536,2011-10-11 14:52:00,2011-10-11 14:52:00,1,4279.71,259,France,190
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,612.94,42,Sweden,191
12538,2010-11-26 13:02:00,2011-11-10 17:16:00,2,640.45,34,Spain,192
12539,2009-12-23 13:00:00,2011-11-17 13:30:00,7,11186.75,503,Spain,193
12540,2009-12-07 16:56:00,2011-11-20 11:31:00,32,19250.49,739,Spain,194
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,841.18,49,Spain,195
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2,481.88,39,Spain,196
12543,2010-09-17 15:51:00,2010-09-17 15:51:00,1,840.25,42,Spain,197
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,316.7,18,Spain,198
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,832.39,48,Spain,199
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1021.5,67,Spain,200
12547,2010-07-27 13:55:00,2011-05-26 12:38:00,3,299.58,18,Spain,201
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,67.19999999999999,4,Spain,202
12549,2010-01-11 12:29:00,2010-05-13 12:05:00,5,1570.68,48,USA,203
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,824.83,56,Spain,204
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,10,Spain,205
12552,2011-10-31 12:11:00,2011-10-31 12:11:00,1,317.82,19,Italy,206
12553,2010-10-12 13:35:00,2011-12-01 16:38:00,12,4104.75,227,France,207
12554,2010-09-17 12:29:00,2010-09-17 12:29:00,1,384.5,25,Spain,208
12555,2010-01-26 16:26:00,2010-01-26 16:26:00,1,129.23,1,Spain,209
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,599.56,119,Spain,210
12557,2009-12-17 10:39:00,2011-11-23 16:59:00,8,18716.14,58,Spain,211
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,11,USA,212
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,525.71,20,Germany,213
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,2,1918.01,103,Germany,214
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,16,Germany,215
12562,2010-09-30 13:13:00,2011-12-01 17:20:00,9,4426.92,198,France,216
12563,2010-10-27 09:52:00,2010-10-27 09:52:00,1,221.24,12,Italy,217
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,402.9,20,France,218
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,9,Saudi Arabia,219
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,297.65,18,Germany,220
12567,2010-02-11 10:30:00,2011-11-17 11:02:00,15,12467.86,624,France,221
12568,2010-03-05 09:15:00,2010-03-05 09:15:00,1,52.0,4,Germany,222
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,3152.69,157,Germany,223
12570,2010-01-26 17:28:00,2010-01-26 17:28:00,1,77.52,1,Spain,224
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61,34,France,225
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,912.42,58,Germany,226
12573,2010-08-31 17:25:00,2011-04-26 15:52:00,5,717.41,119,France,227
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,182.45000000000002,10,France,228
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,2,568.8199999999999,36,France,229
12576,2010-07-01 13:46:00,2011-11-04 10:11:00,8,2062.72,141,Poland,230
12577,2009-12-03 19:31:00,2011-11-04 13:24:00,8,1613.15,297,France,231
12578,2010-09-22 11:19:00,2011-11-18 13:30:00,4,4026.4500000000003,168,Italy,232
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,386.42,28,France,233
12580,2010-05-12 11:45:00,2011-04-07 10:24:00,2,962.9,56,Germany,234
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,179.71,14,Germany,235
12582,2010-05-11 09:55:00,2011-04-15 08:45:00,4,1820.4,101,Finland,236
12583,2009-12-06 11:57:00,2011-12-07 08:07:00,27,13295.44,438,France,237
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,9,2254.15,95,Italy,238
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,1824.1,85,Germany,239
12586,2009-12-16 13:15:00,2011-11-22 16:24:00,4,2062.67,94,Italy,240
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,104.0,3,Finland,241
12588,2010-04-21 12:22:00,2011-10-31 15:01:00,3,718.78,42,Finland,242
12589,2010-01-19 12:26:00,2011-11-11 10:19:00,6,3294.91,173,France,243
12590,2011-05-12 14:46:00,2011-05-12 14:46:00,1,9341.26,67,Germany,244
12591,2010-10-27 10:42:00,2011-01-26 14:35:00,3,1114.95,65,Italy,245
12592,2010-07-08 14:06:00,2011-09-08 15:04:00,4,1723.6399999999999,76,Germany,246
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,382.09999999999997,20,France,247
12594,2010-03-03 13:51:00,2011-11-02 12:20:00,14,4890.110000000001,193,Italy,248
12595,2010-07-23 09:10:00,2010-07-23 09:10:00,1,281.02,18,Germany,249
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2,450.27,25,Spain,250
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,3195.22,202,Spain,251
12598,2010-03-01 09:58:00,2011-11-30 12:18:00,10,4192.09,199,France,252
12599,2010-05-11 10:42:00,2011-11-10 13:34:00,13,2026.72,120,France,253
12600,2009-12-07 13:37:00,2011-11-11 10:29:00,21,4448.92,111,Germany,254
12601,2010-10-31 10:57:00,2011-06-03 10:17:00,6,573.26,28,Germany,255
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,12,France,256
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,613.1999999999999,1,Germany,257
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,2,236.18,15,France,258
12605,2010-09-07 14:21:00,2010-11-28 14:18:00,3,1124.95,72,Germany,259
12606,2010-01-26 16:23:00,2010-01-26 16:23:00,1,21.0,1,Spain,260
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,101,USA,261
12608,2010-10-31 10:49:00,2010-10-31 10:49:00,1,415.79,16,United Kingdom,262
12609,2009-12-20 13:30:00,2011-09-22 16:34:00,9,3021.86,166,Germany,263
12610,2011-08-05 13:52:00,2011-11-17 09:34:00,4,1747.54,102,Italy,264
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,65,Italy,265
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,1,668.0400000000001,18,Germany,266
12613,2009-12-14 13:10:00,2011-10-13 14:59:00,9,6277.37,317,Germany,267
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,20,Germany,268
12615,2010-03-18 14:09:00,2011-12-07 15:02:00,8,5362.98,264,France,269
12616,2010-11-16 11:38:00,2011-09-05 15:17:00,3,1023.1,51,France,270
12617,2011-11-10 14:39:00,2011-11-10 14:39:00,1,352.98,41,France,271
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,1,137.31,10,Italy,272
12619,2010-05-28 12:52:00,2011-11-23 14:52:00,9,3085.7,92,Germany,273
12620,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1303.41,91,France,274
12621,2010-02-09 12:01:00,2011-12-08 11:25:00,35,22525.81,737,Germany,275
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,162.1,10,Germany,276
12623,2010-01-12 11:45:00,2011-03-08 13:50:00,7,3315.84,166,Germany,277
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,2,569.13,36,France,278
12625,2010-04-22 11:33:00,2011-05-12 09:54:00,4,4678.88,179,Germany,279
12626,2011-01-17 11:01:00,2011-11-16 16:06:00,9,5954.48,285,Germany,280
12627,2011-07-22 13:59:00,2011-11-29 12:07:00,6,4082.53,224,Germany,281
12628,2011-10-06 09:28:00,2011-12-05 13:15:00,3,732.46,38,Germany,282
12629,2010-10-12 16:40:00,2010-11-19 09:18:00,2,1198.22,43,Sweden,283
12630,2011-10-27 10:41:00,2011-11-30 10:48:00,2,1030.88,62,Finland,284
12631,2010-01-15 14:50:00,2011-10-13 13:53:00,6,3321.57,182,Finland,285
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,2,714.88,33,Germany,286
12633,2010-07-02 11:44:00,2011-10-12 11:40:00,7,5156.16,299,Germany,287
12634,2010-06-09 15:41:00,2010-06-09 15:41:00,1,360.0,19,USA,288
12635,2010-09-09 10:50:00,2011-09-11 11:04:00,4,2624.41,175,Germany,289
12637,2010-06-14 13:36:00,2011-10-03 13:46:00,12,8085.8099999999995,611,France,290
12638,2010-03-10 10:30:00,2011-11-06 13:11:00,2,681.49,46,Sweden,291
12639,2010-03-22 09:05:00,2011-04-15 12:48:00,3,1072.37,61,Sweden,292
12640,2011-09-19 12:01:00,2011-11-16 11:52:00,3,994.58,50,France,293
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,1,145.9,9,Sweden,294
12642,2011-08-24 09:23:00,2011-11-14 15:03:00,3,905.26,44,Germany,295
12643,2010-04-07 14:16:00,2011-08-03 12:56:00,11,7803.82,42,France,296
12644,2010-01-14 13:02:00,2011-08-02 10:33:00,4,1900.49,110,Germany,297
12645,2010-02-09 10:49:00,2011-11-06 12:38:00,8,3215.3,152,Germany,298
12646,2011-10-21 12:52:00,2011-12-05 10:14:00,2,1346.97,45,USA,299
12647,2010-01-13 15:06:00,2011-11-17 12:56:00,35,14916.35,516,Germany,300
12648,2010-01-07 18:38:00,2011-07-08 11:55:00,4,1039.0,61,Germany,301
12649,2010-01-12 17:24:00,2011-08-24 14:41:00,8,2096.65,112,Germany,302
12650,2011-12-06 16:34:00,2011-12-06 16:34:00,1,242.44000000000003,19,France,303
12651,2010-08-31 15:21:00,2011-01-09 12:46:00,4,377.75,30,France,304
12652,2010-10-01 15:16:00,2011-01-12 15:00:00,2,891.03,50,France,305
12653,2010-07-01 09:56:00,2011-07-14 10:41:00,3,4160.83,86,Israel,306
12654,2011-02-17 13:16:00,2011-11-29 10:10:00,5,529.98,34,Germany,307
12655,2010-10-12 09:17:00,2010-10-12 09:17:00,1,243.35000000000002,15,France,308
12656,2010-05-26 09:00:00,2011-11-22 13:42:00,8,5723.83,239,France,309
12657,2011-09-22 11:40:00,2011-11-28 15:47:00,4,1427.18,44,France,310
12658,2011-11-21 10:22:00,2011-11-21 10:22:00,1,632.05,35,Germany,311
12659,2011-11-10 11:53:00,2011-11-10 11:53:00,1,73.68,4,France,312
12660,2011-11-28 13:26:00,2011-11-28 13:26:00,1,227.1,12,France,313
12661,2010-09-29 16:46:00,2010-09-29 16:46:00,1,162.0,11,Sweden,314
12662,2010-04-01 09:50:00,2011-12-09 11:59:00,20,6374.02,386,Germany,315
12663,2010-02-09 14:28:00,2010-03-25 09:40:00,2,185.4,8,Germany,316
